No.,Temple Name,Type,Temple Address,Villages,Districts,Regency,Province,Pos code,Latitude,Longitude
1812,Pura Dadya Batur Merita,Pura Dadia,"Dsn Merita, Laba Sari, Abang, Karangasem, Bali, 80852",Laba Sari,Abang,Karangasem,Bali,80852,-8.3315411,115.6096292
1813,"Pura Dadya Batur Sari, Sentana Dalem Tarukan",Pura Dadia,"Padangsambian Kaja, West Denpasar, Kota Denpasar, Bali, 80117",Padangsambian Kaja,Denpasar Barat,Kota Denpasar,Bali,80117,-8.6296343,115.1849921
1814,PURA DADYA DALEM KERAMAS,Pura Dadia,"Undisan, Tembuku, Bangli, Bali, 80671",Undisan,Tembuku,Bangli,Bali,80671,-8.435555,115.3946203
1815,Pura Dadya Dalem Tarukan,Pura Dadia,"Penuktukan, Tejakula, Buleleng, Bali, 81173",Penuktukan,Tejakula,Buleleng,Bali,81173,-8.1474957,115.3893738
1816,Pura Dadya Dewa Gede Sakti PGSDT,Pura Dadia,"North Duda, Selat, Karangasem, Bali, 80862",North Duda,Selat,Karangasem,Bali,80862,-8.4315023,115.5075928
1817,Pura Dadya Dunungan Sentana Ki Dukuh Kedampal,Pura Dadia,"Datah, Abang, Karangasem, Bali, 80852",Datah,Abang,Karangasem,Bali,80852,-8.3429101,115.5599933
1818,Pura Dadya Jeroan Kuri,Pura Dadia,"Kalianget, Seririt, Kalianget, Buleleng, Buleleng, Bali, 81153",Kalianget,Seririt,Buleleng,Bali,81153,-8.2005684,114.9583344
1819,"pura dadya kepakisan, pakis kandel",Pura Dadia,"Unnamed Road, Bebandem, Karangasem, Bali, 80861",Unnamed Road,Bebandem,Karangasem,Bali,80861,-8.4274601,115.5666095
1820,pura dadya mekar sari PGSDT,Pura Dadia,"Banjar Dinas tihingseka kaja, Bebandem, Karangasem, Bali, 80861",Banjar Dinas tihingseka kaja,Bebandem,Karangasem,Bali,80861,-8.4107777,115.5413793
1821,pura dadya muku,Pura Dadia,"Jl. Raya Temesi No.100X, Temesi, Gianyar, Gianyar, Bali, 80515",Temesi,Gianyar,Gianyar,Bali,80515,-8.5483323,115.3499249
1822,Pura Dadya Nyame NGUKUHIN - TEWEL - GELGEL Tohpati,Pura Dadia,"Jl Banjar Kawan, Tohpati, Banjarangkan, Klungkung, Bali, 80752",Tohpati,Banjarangkan,Klungkung,Bali,80752,-8.4632571,115.3813091
1823,PURA DADYA PANDE,Pura Dadia,"Undisan, Tembuku, Bangli, Bali, 80671",Undisan,Tembuku,Bangli,Bali,80671,-8.4369482,115.394615
1824,Pura Dadya Pande Wangsean,Pura Dadia,"Wisma Kerta, Sidemen, Karangasem, Bali, 80864",Wisma Kerta,Sidemen,Karangasem,Bali,80864,-8.4958306,115.423419
1825,Pura dadya panti kawitan pasek gel-gel(MGSSPR),Pura Dadia,"Jl. Raya Pengiangan Kawan, Pengiangan, Susut, Bangli, Bali, 80661",Pengiangan,Susut,Bangli,Bali,80661,-8.4064033,115.3369145
1826,Pura dadya panti pasek gel-gel,Pura Dadia,"Jl. Raya Bitra, Pengiangan, Susut, Bangli, Bali, 80661",Pengiangan,Susut,Bangli,Bali,80661,-8.4063277,115.3371016
1827,Pura Dadya Pasek,Pura Dadia,"Amerta Bhuana, Selat, Karangasem, Bali, 80862",Amerta Bhuana,Selat,Karangasem,Bali,80862,-8.4261583,115.4677023
1828,Pura Dadya Pasek Bendesa Gelgel,Pura Dadia,"Jl. Raya Selumbung, Selumbung, Manggis, Karangasem, Bali, 80871",Selumbung,Manggis,Karangasem,Bali,80871,-8.4695015,115.5388043
1829,Pura Dadya Pasek Bendesa Gelgel Kedampal,Pura Dadia,"Banjar Dinas Kedampal, Datah, Abang, Karangasem, Bali, 80852",Datah,Abang,Karangasem,Bali,80852,-8.3427887,115.5612997
1830,Pura Dadya Pasek Celagi Tukadsumaga,Pura Dadia,"Tukad Sumaga, Gerokgak, Buleleng, Bali, 81155",Tukad Sumaga,Gerokgak,Buleleng,Bali,81155,-8.2168202,114.856768
1831,Pura Dadya Pasek Gel Gel Aan Kayuaya,Pura Dadia,"Unnamed Road, Baturinggit, Kubu, Karangasem, Bali, 80853",Baturinggit,Kubu,Karangasem,Bali,80853,-8.2560208,115.545751
1832,Pura Dadya Pasek Gelgel,Pura Dadia,"Pangkungparuk, Seririt, Buleleng, Bali, 81153",Pangkungparuk,Seririt,Buleleng,Bali,81153,-8.2293361,114.8926728
1833,Pura Dadya Pasek Gelgel,Pura Dadia,"Banyubiru, Negara, Jembrana, Bali, 82218",Banyubiru,Negara,Jembrana,Bali,82218,-8.34772,114.5799009
1834,Pura Dadya Pasek Gelgel,Pura Dadia,"Jl. Cau Apuan, Tua, Marga, Tabanan, Bali, 82191",Tua,Marga,Tabanan,Bali,82191,-8.4058891,115.1807525
1835,Pura Dadya Pasek Gelgel .,Pura Dadia,"Pangkungparuk, Seririt, Buleleng, Bali, 81153",Pangkungparuk,Seririt,Buleleng,Bali,81153,-8.229608,114.8926347
1836,Pura Dadya Pasek Gelgel Akah Tangkupanyar,Pura Dadia,"Tangkup, Sidemen, Karangasem, Bali, 80864",Tangkup,Sidemen,Karangasem,Bali,80864,-8.4956397,115.4161442
1837,Pura Dadya Pasek Gelgel Banjar Pulagan,Pura Dadia,"Banjar Pulagan, Kutampi, Nusapenida, Klungkung, Bali, 80771",Kutampi,Nusapenida,Klungkung,Bali,80771,-8.724954,115.5654437
1838,Pura Dadya Pasek Gel-Gel Celuk,Pura Dadia,"Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.4219172,115.5335097
1839,Pura Dadya Pasek Gelgel Ceningan,Pura Dadia,"Lembongan, Nusapenida, Klungkung, Bali, 80771",Lembongan,Nusapenida,Klungkung,Bali,80771,-8.6899864,115.4593221
1840,Pura dadya pasek gelgel kembang sari,Pura Dadia,"Banjar.kembang sari, Tukadaya, Melaya, Jembrana, Bali, 82252",Tukadaya,Melaya,Jembrana,Bali,82252,-8.2714597,114.5555739
1841,Pura dadya pasek gelgel siwa gaduh Banjar Dinas peselatan,Pura Dadia,"Unnamed Road, Laba Sari, Abang, Karangasem, Bali, 80852",Laba Sari,Abang,Karangasem,Bali,80852,-8.323483,115.6241197
1842,Pura Dadya Pasek Gelgel Wangsean,Pura Dadia,"Wisma Kerta, Sidemen, Karangasem, Bali, 80864",Wisma Kerta,Sidemen,Karangasem,Bali,80864,-8.4962036,115.4225125
1843,"Pura Dadya Pasek Gelgel, Penarukan",Pura Dadia,"Penarukan, Kerambitan, Tabanan, Bali, 82161",Penarukan,Kerambitan,Tabanan,Bali,82161,-8.5586895,115.0741908
1844,Pura Dadya Pasek Kayu Selem Temesi,Pura Dadia,"Temesi, Gianyar, Bali, 80515",0,Temesi,Gianyar,Bali,80515,-8.5447127,115.3492909
1845,Pura Dadya Pasek Sadra,Pura Dadia,"Manduang, Klungkung, Klungkung, Bali, 80716",Manduang,Klungkung,Klungkung,Bali,80716,-8.513037,115.3929532
1846,Pura Dadya Pasek Toh Jiwa,Pura Dadia,"Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.4096606,115.5277745
1847,Pura Dadya PASEK TOH JIWA SEPANG.,Pura Dadia,"Unnamed Road, Busungbiu, Sepang Kelod, Busungbiu, Buleleng, Bali, 81154",Sepang Kelod,Busungbiu,Buleleng,Bali,81154,-8.3079083,114.916755
1848,"Pura Dadya Pratisentana Bendesa Manik Mas, Penarukan",Pura Dadia,"Banjar Penarukan Kaja, Penarukan, Krambitan, Penarukan, Tabanan, Tabanan, Bali, 82161",Penarukan,Tabanan,Tabanan,Bali,82161,-8.5575387,115.0740684
1849,Pura Dadya PSMB Dalem Tamblingan Ds Sanda,Pura Dadia,"Sanda, Pupuan, Tabanan, Bali, 82163",Sanda,Pupuan,Tabanan,Bali,82163,-8.367891,115.032249
1850,Pura Dadya Pulasari Tangkup,Pura Dadia,"Tangkup, Sidemen, Karangasem, Bali, 80864",Tangkup,Sidemen,Karangasem,Bali,80864,-8.4947979,115.4164447
1851,Pura Dadya Puseh Kaler,Pura Dadia,"Unnamed Road, Duda Utara, Selat, Karangasem, Bali, 80862",Duda Utara,Selat,Karangasem,Bali,80862,-8.4261689,115.5106703
1852,Pura Dadya Sira Arya Kubon Tubuh,Pura Dadia,"Banjar Siladumi, Pering Sari, Selat, Karangasem, Bali, 80862",Pering Sari,Selat,Karangasem,Bali,80862,-8.4258472,115.4680768
1853,Pura Dadya SIRA ARYA KUBON TUBUH KELUSA,Pura Dadia,"Jl. Raya Kelusa, Kelusa, Tegallalang, Gianyar, Bali, 80572",Kelusa,Tegallalang,Gianyar,Bali,80572,-8.4397219,115.2570333
1854,Pura Dadya Sri Karang Buncing,Pura Dadia,"Jinengdalem, Buleleng, Buleleng, Bali, 81119",Jinengdalem,Buleleng,Buleleng,Bali,81119,-8.1189932,115.1325897
1855,Pura Dadya Sutrani Basangalas,Pura Dadia,"Tri Buana, Abang, Karangasem, Bali, 80852",Tri Buana,Abang,Karangasem,Bali,80852,-8.3962825,115.6176727
1856,Pura Dadya Taman Magenda,Pura Dadia,"Sebudi, Selat, Karangasem, Bali, 80862",Sebudi,Selat,Karangasem,Bali,80862,-8.3888551,115.4708445
1857,Pura Dadya Tangkas,Pura Dadia,"Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.4115137,115.5307916
1858,Pura Dadya Tangkas Kori Agung,Pura Dadia,"Talibeng, Sidemen, Karangasem, Bali, 80864",Talibeng,Sidemen,Karangasem,Bali,80864,-8.5013482,115.4348329
1859,Pura Dadya Tangkas Kori Agung,Pura Dadia,"Banjar Dinas asah badung desa, Sepang Kelod, Busungbiu, Sepang Kelod, Buleleng, Buleleng, Bali, 81154",Sepang Kelod,Busungbiu,Buleleng,Bali,81154,-8.327512,114.906196
1860,Pura Dadya Tangkas Kori Agung,Pura Dadia,"Pempatan, Rendang, Karangasem, Bali, 80863",Pempatan,Rendang,Karangasem,Bali,80863,-8.3542013,115.409032
1861,Pura Dadya Tangkas Kori Agung Kembang Rijasa Sepang,Pura Dadia,"Sepang, Busungbiu, Buleleng, Bali, 81154",Sepang,Busungbiu,Buleleng,Bali,81154,-8.3259372,114.9329255
1862,Pura dadya Tegal suci,Pura Dadia,"Dusun, Jl. Badeg Kelodan, Sebudi, Selat, Karangasem, Bali, 80862",Sebudi,Selat,Karangasem,Bali,80862,-8.4035813,115.4782775
1863,Pura Dadya Telabah Arya Kenceng,Pura Dadia,"Jl. Bangkak, Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.4313205,115.5391477
1864,Pura Dadya Toya Ngawu Grya Jungutan Bungaya,Pura Dadia,"Dusun Beji, Bungaya, Bebandem, Karangasem, Bali, 80861",Bungaya,Bebandem,Karangasem,Bali,80861,-8.4574134,115.5763563
1865,pura daidia pasek gelgel munduk cengked,Pura Dadia,"Jl. Raya Pengubengan Kauh No. 80 Kerobokan, Bebetin, Sawan, Buleleng, Bali, 81171",Bebetin,Sawan,Buleleng,Bali,81171,-8.1654004,115.2004106
1866,Pura Dalam Banjarangkan,Pura Dadia,"Tusan, Banjarangkan, Klungkung, Bali, 80752",Tusan,Banjarangkan,Klungkung,Bali,80752,-8.5516359,115.3738763
1867,Pura Dalam Cepik,Pura Dadia,"Jl. Raya Tebola, Telaga Tawang, Sidemen, Karangasem, Bali, 80864",Telaga Tawang,Sidemen,Karangasem,Bali,80864,-8.478173,115.440307
1868,"PURA DALAM DESA PAKRAMAN CANGKUP, DESA PUPUAN SAWAH SELEMADEG",Pura Dalem,"Pupuan Sawah, Selemadeg, Tabanan, Bali, 82162",Pupuan Sawah,Selemadeg,Tabanan,Bali,82162,-8.4557476,115.0500698
1869,Pura Dalam Gentong,Pura Dalem,"Jl. Raya Banjar Gentong, Tegallalang, Gianyar, Gianyar, Bali, 80552",Tegallalang,Gianyar,Gianyar,Bali,80552,-8.484374,115.2805626
1870,Pura Dalam Puri Alit Blahtanah,Pura Dalem,"Batuan Kaler, Sukawati, Gianyar, Bali, 80582",Batuan Kaler,Sukawati,Gianyar,Bali,80582,-8.5617967,115.2719115
1871,Pura Dalam Serai Atas Awan,Pura Dalem,"Unnamed Road, Awan, Kintamani, Bangli, Bali, 80652",Awan,Kintamani,Bangli,Bali,80652,-8.2420617,115.2873338
1872,Pura Dalam Wanagiri Prasta,Pura Dalem,"Senggigi, Batu Layar, Lombok Barat, NTB 83355",Senggigi,Batu Layar,Lombok Barat,NTB ,83355,-8.4792883,116.0503104
1873,Pura Dalem,Pura Dalem,"Jl. Desa Kaliakah, Kaliakah, Negara, Jembrana, Bali, 82212",Kaliakah,Negara,Jembrana,Bali,82212,-8.3485013,114.6057961
1874,Pura Dalem,Pura Dalem,"Getakan, Banjarangkan, Klungkung, Bali, 80752",Getakan,Banjarangkan,Klungkung,Bali,80752,-8.5191689,115.3764519
1875,Pura Dalem,Pura Dalem,"Sekumpul, Sawan, Buleleng, Bali, 81171",Sekumpul,Sawan,Buleleng,Bali,81171,-8.1677719,115.1851377
1876,Pura Dalem,Pura Dalem,"Jalan Raya Buruan, Penebel, Tabanan, Bali, 82181",Jalan Raya Buruan,Penebel,Tabanan,Bali,82181,-8.5389531,115.3026263
1877,Pura Dalem,Pura Dalem,"Dangin Tukadaya, Jembrana, Jembrana, Bali, 82218",Dangin Tukadaya,Jembrana,Jembrana,Bali,82218,-8.3638668,114.6463704
1878,Pura Dalem,Pura Dalem,"Timpag, Kerambitan, Tabanan, Bali, 82161",Timpag,Kerambitan,Tabanan,Bali,82161,-8.4899632,115.0857749
1879,Pura Dalem,Pura Dalem,"Jln. Raya Antapan, Batukandik, Nusapenida, Klungkung, Bali, 80771",Batukandik,Nusapenida,Klungkung,Bali,80771,-8.7714127,115.5212117
1880,Pura Dalem,Pura Dalem,"Pengulon, Gerokgak, Buleleng, Bali, 81155",Pengulon,Gerokgak,Buleleng,Bali,81155,-8.1997387,114.8205895
1881,Pura Dalem,Pura Dalem,"Pejaten, Kediri, Tabanan, Bali, 82121",Pejaten,Kediri,Tabanan,Bali,82121,-8.5758095,115.1099327
1882,Pura Dalem,Pura Dalem,"Desa Kaliakah, Negara, Banjar Tangkungbuluh, Kaliakah, Negara, Jembrana, Bali, 82218",Kaliakah,Negara,Jembrana,Bali,82218,-8.3317659,114.567088
1883,Pura Dalem,Pura Dalem,"Desa Pekraman Soka, Senganan, Penebel, Tabanan, Bali, 82191",Senganan,Penebel,Tabanan,Bali,82191,-8.3618279,115.1471602
1884,Pura Dalem,Pura Dalem,"Dencarik, Banjar, Buleleng, Bali, 81152",Dencarik,Banjar,Buleleng,Bali,81152,-8.1958923,114.9670627
1885,Pura Dalem,Pura Dalem,"Jl. Ir. Sutami, Kemenuh, Sukawati, Gianyar, Bali, 80582",Kemenuh,Sukawati,Gianyar,Bali,80582,-8.526789,115.283767
1886,Pura Dalem,Pura Dalem,"Jl. Pancakarya, Kaliakah, Negara, Jembrana, Bali, 82212",Kaliakah,Negara,Jembrana,Bali,82212,-8.3448912,114.6096167
1887,Pura Dalem,Pura Dalem,"Pengeragoan, Pekutatan, Jembrana, Bali, 82262",Pengeragoan,Pekutatan,Jembrana,Bali,82262,-8.4223884,114.9175498
1888,Pura Dalem,Pura Dalem,"Munduk, Banjar, Buleleng, Bali, 81161",Munduk,Banjar,Buleleng,Bali,81161,-8.2641881,115.0502367
1889,Pura Dalem,Pura Dalem,"Samuan Kangin, Carangsari, Petang, Badung, Bali, 80352",Carangsari,Petang,Badung,Bali,80352,-8.4631224,115.2195741
1890,Pura Dalem,Pura Dalem,"Sekaan, Kintamani, Bangli, Bali, 80561",Sekaan,Kintamani,Bangli,Bali,80561,-8.3254037,115.3267529
1891,Pura Dalem,Pura Dalem,"Penyabangan, Kerta, Payangan, Gianyar, Bali, 80572",Kerta,Payangan,Gianyar,Bali,80572,-8.3551517,115.2732013
1892,Pura Dalem,Pura Dalem,"Peninjoan, Tembuku, Bangli, Bali, 80671",Peninjoan,Tembuku,Bangli,Bali,80671,-8.4335964,115.4006883
1893,Pura Dalem,Pura Dalem,"Jl. Seririt-Pupuan, Rangdu, Seririt, Buleleng, Bali, 81153",Rangdu,Seririt,Buleleng,Bali,81153,-8.230875,114.949003
1894,Pura dalem - Bugbug,Pura Dalem,"Subagan, Karangasem, Karangasem, Bali, 80811",Subagan,Karangasem,Karangasem,Bali,80811,-8.4768995,115.6202469
1895,Pura Dalem (Banjar Pikat),Pura Dalem,"Bunga Mekar, Nusapenida, Klungkung, Bali, 80771",Bunga Mekar,Nusapenida,Klungkung,Bali,80771,-8.7348464,115.4859762
1896,Pura Dalem Abianseka,Pura Dalem,"Abianseka - Silungan, Kemenuh, Gianyar, Gianyar, Bali, 80581",Kemenuh,Gianyar,Gianyar,Bali,80581,-8.5609191,115.2908153
1897,Pura Dalem Adat Munduk ulan,Pura Dalem,"Banjar dinas, Jl. Raya Jelijih - Munduk ulan, Tegal Mengkeb, Selemadeg Timur, Tabanan, Bali, 82162",Tegal Mengkeb,Selemadeg Timur,Tabanan,Bali,82162,-8.5179242,115.0397418
1898,Pura Dalem Adat Tegalmengkeb Kelod,Pura Dalem,"Tegal Mengkeb, Selemadeg Timur, Tabanan, Bali, 82162",Tegal Mengkeb,Selemadeg Timur,Tabanan,Bali,82162,-8.5459985,115.0296041
1899,Pura Dalem Adat Yeha,Pura Dalem,"Unnamed Road, Sebudi, Selat, Karangasem, Bali, 80862",Sebudi,Selat,Karangasem,Bali,80862,-8.4062978,115.4576986
1900,Pura Dalem Agung,Pura Dalem,"Jl. Keliki Kawan, Kelusa, Tegallalang, Gianyar, Bali, 80561",Kelusa,Tegallalang,Gianyar,Bali,80561,-8.4537737,115.2566549
1901,Pura Dalem Agung,Pura Dalem,"Jl. Raya Besakih No.68-70, Semarapura Kelod Kangin, Klungkung, Klungkung, Bali, 80761",Semarapura Kelod Kangin,Klungkung,Klungkung,Bali,80761,-8.5268472,115.4041417
1902,Pura Dalem Agung ( I Gusti Gde Sekar ),Pura Dalem,"Jl. Raya Besakih No.116, Nongan, Rendang, Karangasem, Bali, 80863",Nongan,Rendang,Karangasem,Bali,80863,-8.4514837,115.4100466
1903,Pura Dalem Agung Bungbungan,Pura Dalem,"Jl. Raya Bungbungan No.12, Bungbungan, Banjarangkan, Klungkung, Bali, 80752",Bungbungan,Banjarangkan,Klungkung,Bali,80752,-8.4809372,115.3697658
1904,Pura Dalem Agung Desa Adat Aan,Pura Dalem,"Banjarankan,, Jl. Raya Banjarangkan, Aan, Banjarangkan, Klungkung, Bali, 80752",Aan,Banjarangkan,Klungkung,Bali,80752,-8.5022451,115.3762684
1905,Pura Dalem Agung desa pakraman keramas,Pura Dalem,"Jl. Banjar Lodpeken, Keramas, Blahbatuh, Gianyar, Bali, 80581",Keramas,Blahbatuh,Gianyar,Bali,80581,-8.5792699,115.3242171
1906,Pura Dalem Agung Kayubihi,Pura Dalem,"Kayubihi, Bangli, Bangli, Bali, 80661",Kayubihi,Bangli,Bangli,Bali,80661,-8.4013249,115.3623366
1907,Pura Dalem Agung Kemenuh,Pura Dalem,"Kemenuh, Sukawati, Gianyar, Bali, 80582",Kemenuh,Sukawati,Gianyar,Bali,80582,-8.5690978,115.2886092
1908,Pura Dalem Agung Payangan,Pura Dalem,"Jl. Raya Banjar Sema, Melinggih, Payangan, Gianyar, Bali, 80572",Melinggih,Payangan,Gianyar,Bali,80572,-8.4374406,115.2490037
1909,PURA DALEM AGUNG TAMPUAGAN,Pura Dalem,"Peninjoan, Tembuku, Bangli, Bali, 80671",Peninjoan,Tembuku,Bangli,Bali,80671,-8.4191356,115.397196
1910,Pura Dalem Agung Undisan Kelod,Pura Dalem,"Jl. Pura Dalem, Undisan, Tembuku, Bangli, Bali, 80671",Undisan,Tembuku,Bangli,Bali,80671,-8.4552651,115.3950446
1911,Pura Dalem Alas Arum,Pura Dalem,"Kayubihi, Bangli, Bangli, Bali, 80611",Kayubihi,Bangli,Bangli,Bali,80611,-8.3974421,115.3708679
1912,Pura Dalem Alas Arum,Pura Dalem,"Batuan, Sukawati, Gianyar, Bali, 80582",Batuan,Sukawati,Gianyar,Bali,80582,-8.5874524,115.2778692
1913,Pura Dalem Alas Boma,Pura Dalem,"Beraban, Kediri, Tabanan, Bali, 80351",Beraban,Kediri,Tabanan,Bali,80351,-8.6302528,115.099028
1914,Pura Dalem Alas Desa Adat Bongan Tegalmengkeb,Pura Dalem,"Banjar Dinas Alas, Tegal Mengkeb, Selemadeg Timur, Tabanan, Bali, 82161",Tegal Mengkeb,Selemadeg Timur,Tabanan,Bali,82161,-8.5300585,115.0345167
1915,Pura Dalem Alas Harum,Pura Dalem,"Kaba-Kaba, Kediri, Tabanan, Bali, 80351",Kaba-Kaba,Kediri,Tabanan,Bali,80351,-8.6073379,115.1380409
1916,Pura Dalem Alasngandang,Pura Dalem,"Pempatan, Rendang, Karangasem, Bali, 80863",Pempatan,Rendang,Karangasem,Bali,80863,-8.3525952,115.4044842
1917,Pura Dalem Alit Kutuh Ubud,Pura Dalem,"JL. Kutuh, Ubud, Ubud, Ubud, Gianyar, Bali, 80571",Ubud,Ubud,Gianyar,Bali,80571,-8.5194644,115.2628255
1918,"Pura Dalem Alit, Banjar Sanih.",Pura Dalem,"Jl. Pulau Irian, Penglatan, Buleleng, Buleleng, Bali, 81119",Penglatan,Buleleng,Buleleng,Bali,81119,-8.1234514,115.1247564
1919,Pura Dalem Anggar,Pura Dalem,"Unnamed Road, 80752, Tusan, Banjarangkan, Klungkung, Bali, 80752",Tusan,Banjarangkan,Klungkung,Bali,80752,-8.5375998,115.3713389
1920,Pura Dalem Anggungan,Pura Dalem,"Carangsari, Petang, Badung, Bali, 80353",Carangsari,Petang,Badung,Bali,80353,-8.4545392,115.230446
1921,Pura Dalem Apet,Pura Dalem,"Selat, Klungkung, Klungkung, Bali, 80864",Selat,Klungkung,Klungkung,Bali,80864,-8.5063642,115.4131653
1922,Pura Dalem Apuan,Pura Dalem,"Apuan, Baturiti, Tabanan, Bali, 82191",Apuan,Baturiti,Tabanan,Bali,82191,-8.3704475,115.1790396
1923,Pura Dalem Ayun,Pura Dalem,"Semarapura Kelod Kangin, Klungkung, Klungkung, Bali, 80761",Semarapura Kelod Kangin,Klungkung,Klungkung,Bali,80761,-8.5346347,115.4079746
1924,Pura Dalem Ayunan,Pura Dalem,"Jl. Merak, Ayunan, Abiansemal, Badung, Bali, 80352",Ayunan,Abiansemal,Badung,Bali,80352,-8.5111002,115.1989899
1925,Pura Dalem Babadan,Pura Dalem,"Pererenan, Mengwi, Badung, Bali",Pererenan,Mengwi,Badung,Bali,0,-8.6457625,115.12203
1926,Pura Dalem Badeg Tengah,Pura Dalem,"Unnamed Road, Sebudi, Selat, Karangasem, Bali, 80862",Sebudi,Selat,Karangasem,Bali,80862,-8.3946198,115.4810078
1927,Pura Dalem Bajing,Pura Dalem,"Tegak, Klungkung, Klungkung, Bali, 80716",Tegak,Klungkung,Klungkung,Bali,80716,-8.5014295,115.4086113
1928,Pura Dalem Bakas,Pura Dalem,"Sulahan, Susut, Bangli, Bali, 80661",Sulahan,Susut,Bangli,Bali,80661,-8.4468431,115.3419736
1929,Pura Dalem Balaipunduk,Pura Dalem,"Tegallinggah, Karangasem, Karangasem, Bali, 80811",Tegallinggah,Karangasem,Karangasem,Bali,80811,-8.426004,115.6243499
1930,Pura Dalem Balair Balai Agung,Pura Dalem,"Balair Balai Agung, Negara, Jembrana, Bali, 82218",Balair Balai Agung,Negara,Jembrana,Bali,82218,-8.344631,114.615523
1931,Pura Dalem Balairan,Pura Dalem,"Bangbang, Tembuku, Bangli, Bali, 80671",Bangbang,Tembuku,Bangli,Bali,80671,-8.4455285,115.4020023
1932,PURA DALEM BALERAN DESA,Pura Dalem,"No, Jl. Raya Besakih No.1, Bangbang, Tembuku, Bangli, Bali, 80671",Bangbang,Tembuku,Bangli,Bali,80671,-8.4454335,115.4021545
1933,Pura Dalem Balingkang,Pura Dalem,"Bungkulan, Sawan, Buleleng, Bali, 81171",Bungkulan,Sawan,Buleleng,Bali,81171,-8.084555,115.1660559
1934,Pura Dalem Balingkang,Pura Dalem,"Pinggan, Kintamani, Bangli, Bali, 80652",Pinggan,Kintamani,Bangli,Bali,80652,-8.2044948,115.3700458
1935,Pura Dalem Bangkasa,Pura Dalem,"Unnamed Road, Tonja, Denpasar Utara, Kota Denpasar, Bali, 80237",Tonja,Denpasar Utara,Kota Denpasar,Bali,80237,-8.6250794,115.2278666
1936,Pura Dalem Banjar Adat Amerthasari,Pura Dalem,"dusun amerthasari desa, Watukebo, Sawah, Blimbingsari, Rogojampi, Banyuwangi, Jawa Timur 68462",Blimbingsari,Rogojampi,Banyuwangi,East Java ,68462,-8.3275542,114.3311718
1937,PURA DALEM BANJAR ADAT MERITA,Pura Dalem,"Dsn Merita, Laba Sari, Abang, Karangasem, Bali, 80852",Laba Sari,Abang,Karangasem,Bali,80852,-8.3290234,115.611522
1938,Pura Dalem Banjar Adat Senangka,Pura Dalem,"Sakti, Nusapenida, Klungkung, Bali, 80771",Sakti,Nusapenida,Klungkung,Bali,80771,-8.708002,115.4952651
1939,Pura Dalem Banjar Bangah,Pura Dalem,"Jl. Raya Apuan Senganan - Baturiti, Baturiti, Baturiti, Tabanan, Bali, 82191",Baturiti,Baturiti,Tabanan,Bali,82191,-8.3567373,115.1850059
1940,"Pura dalem Banjar batukambing desa wongaya gede, penebel",Pura Dalem,"Unnamed Road, Wongaya Gede, Penebel, Tabanan, Bali, 82152",Wongaya Gede,Penebel,Tabanan,Bali,82152,-8.4015531,115.1044063
1941,Pura Dalem Banjar Belaluan,Pura Dalem,"Jl. Werkudara No.6, Singapadu Tengah, Sukawati, Gianyar, Bali, 80582",Singapadu Tengah,Sukawati,Gianyar,Bali,80582,-8.5779085,115.2605089
1942,Pura dalem Banjar bungkil,Pura Dalem,"Sekartaji, Nusapenida, Klungkung, Bali, 80771",Sekartaji,Nusapenida,Klungkung,Bali,80771,-8.7825469,115.5560781
1943,Pura dalem Banjar dasong,Pura Dalem,"Bukian, Payangan, Gianyar, Bali, 80572",Bukian,Payangan,Gianyar,Bali,80572,-8.4237906,115.2573907
1944,Pura Dalem Banjar Dinas Rendetin,Pura Dalem,"Bontihing, Kubutambahan, Buleleng, Bali, 81172",Bontihing,Kubutambahan,Buleleng,Bali,81172,-8.1379819,115.2182535
1945,Pura Dalem Banjar Galih,Pura Dalem,"Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.3917125,115.5309327
1946,Pura Dalem Banjar Gunung,Pura Dalem,"Penebel, Tabanan, Bali, 82181",0,Penebel,Tabanan,Bali,82181,-8.4125427,115.1518969
1947,Pura Dalem Banjar kawanan Desa Tembok,Pura Dalem,"Jl. Tejakula - Tianyar, Tembok, Tejakula, Buleleng, Bali, 81173",Tembok,Tejakula,Buleleng,Bali,81173,-8.1555972,115.4284934
1948,"Pura dalem Banjar keloncing desa wongaya gede,penebel",Pura Dalem,"Jl. Banjar Keloncing, Wongaya Gede, Penebel, Tabanan, Bali, 82152",Wongaya Gede,Penebel,Tabanan,Bali,82152,-8.3989018,115.1093867
1949,"Pura Dalem Banjar Macang, Nusa Penida",Pura Dalem,"Batumadeg, Nusapenida, Klungkung, Bali, 80771",Batumadeg,Nusapenida,Klungkung,Bali,80771,-8.7650816,115.5113861
1950,Pura Dalem Banjar Maniktawang,Pura Dalem,"Manukaya, Tampaksiring, Gianyar, Bali, 80661",Manukaya,Tampaksiring,Gianyar,Bali,80661,-8.4268319,115.3214938
